HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457264.06683,2015-08-29.5624525,bb,1.62,15.426,14.425,0.087,6.516,0.519,V
2457264.06811,2015-08-29.5637251,bb,1.69,15.507,14.484,0.085,6.171,0.481,V
2457271.08468,2015-09-05.5798877,bb,1.64,15.990,14.406,0.051,6.632,0.309,V
2457271.08560,2015-09-05.5808043,bb,1.74,16.051,14.423,0.049,6.532,0.292,V
2457271.08650,2015-09-05.5817083,bb,1.73,16.067,14.532,0.053,5.901,0.288,V
2457273.93080,2015-09-08.4258579,bb,1.78,16.405,14.452,0.036,6.351,0.211,V
2457273.93205,2015-09-08.4271134,bb,1.64,16.400,14.481,0.037,6.189,0.212,V
2457273.93331,2015-09-08.4283731,bb,1.74,16.380,14.396,0.035,6.688,0.216,V
2457276.02330,2015-09-10.5182600,bb,1.72,16.181,14.561,0.049,5.747,0.259,V
2457276.02420,2015-09-10.5191638,bb,1.61,16.248,14.562,0.046,5.742,0.243,V
2457276.02511,2015-09-10.5200678,bb,1.69,16.070,14.348,0.045,6.993,0.287,V
2457285.06275,2015-09-19.5573489,bb,1.88,16.242,15.175,0.082,3.264,0.245,V
2457285.06366,2015-09-19.5582636,bb,1.90,16.085,14.395,0.046,6.695,0.283,V
2457285.06458,2015-09-19.5591844,bb,1.81,16.116,14.513,0.050,6.012,0.275,V
2457289.03101,2015-09-23.5254896,bb,1.65,16.418,14.441,0.035,6.421,0.208,V
2457289.03225,2015-09-23.5267346,bb,1.71,16.428,14.458,0.036,6.320,0.206,V
2457289.03351,2015-09-23.5279931,bb,1.71,16.568,14.425,0.030,6.515,0.182,V
2457297.04140,2015-10-01.5357253,bb,1.63,15.848,14.407,0.058,6.624,0.352,V
2457297.04265,2015-10-01.5369739,bb,1.68,15.850,14.446,0.060,6.387,0.351,V
2457297.04389,2015-10-01.5382163,bb,1.67,15.901,14.380,0.054,6.788,0.335,V
2457299.00615,2015-10-03.5004501,bb,1.60,16.225,14.580,0.048,5.650,0.249,V
2457299.00741,2015-10-03.5017138,bb,1.75,16.201,14.429,0.043,6.489,0.254,V
2457299.00866,2015-10-03.5029659,bb,1.66,16.159,14.538,0.049,5.872,0.264,V
2457304.03711,2015-10-08.5313810,bb,1.63,16.301,14.498,0.042,6.092,0.232,V
2457304.03835,2015-10-08.5326216,bb,1.73,16.389,14.505,0.039,6.050,0.214,V
2457304.03960,2015-10-08.5338729,bb,1.67,16.277,14.441,0.040,6.419,0.237,V
2457305.00626,2015-10-09.5005340,bb,1.64,16.393,14.447,0.036,6.388,0.213,V
2457305.00751,2015-10-09.5017886,bb,1.63,16.444,14.433,0.034,6.469,0.203,V
2457305.00877,2015-10-09.5030407,bb,1.63,16.407,14.487,0.037,6.154,0.210,V
2457305.92971,2015-10-10.4239806,bb,1.67,16.349,14.412,0.037,6.592,0.222,V
2457305.93096,2015-10-10.4252333,bb,1.66,16.414,14.533,0.039,5.898,0.209,V
2457305.93220,2015-10-10.4264762,bb,1.77,16.483,14.474,0.034,6.232,0.196,V
2457308.83917,2015-10-13.3334582,bb,1.60,16.290,14.479,0.041,6.203,0.234,V
2457308.84042,2015-10-13.3347116,bb,1.69,16.270,14.517,0.044,5.987,0.239,V
2457308.84168,2015-10-13.3359636,bb,1.58,16.372,14.490,0.039,6.140,0.217,V
2457309.91235,2015-10-14.4066503,bb,1.71,16.299,14.442,0.040,6.416,0.232,V
2457309.91361,2015-10-14.4079024,bb,1.78,16.351,14.487,0.039,6.156,0.222,V
2457313.87527,2015-10-18.3696090,bb,1.68,16.389,14.544,0.040,5.843,0.214,V
2457313.87651,2015-10-18.3708521,bb,1.70,16.367,14.505,0.039,6.053,0.218,V
2457313.87776,2015-10-18.3721083,bb,1.69,16.288,14.465,0.041,6.282,0.235,V
2457316.80446,2015-10-21.2988535,bb,1.66,15.926,14.502,0.059,6.067,0.327,V
2457316.80537,2015-10-21.2997619,bb,1.63,15.915,14.449,0.057,6.372,0.331,V
2457316.80627,2015-10-21.3006629,bb,1.82,15.952,14.499,0.057,6.086,0.320,V
2457318.94205,2015-10-23.4364942,bb,1.70,15.997,14.548,0.058,5.818,0.307,V
2457318.94330,2015-10-23.4377383,bb,1.67,15.978,13.682,0.026,12.917,0.313,V
2457318.94455,2015-10-23.4389924,bb,1.64,16.044,14.459,0.051,6.316,0.294,V
2457324.90781,2015-10-29.4024232,bb,1.81,15.913,14.531,0.061,5.910,0.331,V
2457324.90906,2015-10-29.4036739,bb,1.73,15.737,14.540,0.073,5.862,0.389,V
2457324.91030,2015-10-29.4049146,bb,1.90,15.713,14.566,0.076,5.723,0.398,V
2457327.84178,2015-11-01.3365031,bb,1.70,16.358,14.522,0.040,5.961,0.220,V
2457327.84303,2015-11-01.3377527,bb,1.68,16.287,14.478,0.041,6.202,0.235,V
2457327.84429,2015-11-01.3390078,bb,1.71,16.481,14.542,0.037,5.852,0.197,V
2457330.89546,2015-11-04.3903013,bb,1.91,16.411,14.449,0.036,6.371,0.210,V
2457330.89674,2015-11-04.3915836,bb,1.85,16.407,14.482,0.037,6.187,0.211,V
2457330.89802,2015-11-04.3928600,bb,1.95,16.400,14.353,0.033,6.961,0.212,V
2457333.91363,2015-11-07.4086057,bb,1.81,16.489,14.481,0.034,6.188,0.195,V
2457333.91487,2015-11-07.4098473,bb,1.75,16.480,14.439,0.033,6.433,0.197,V
2457334.69840,2015-11-08.1934218,bb,1.84,15.684,14.641,0.084,5.339,0.409,V
2457334.69964,2015-11-08.1946642,bb,1.92,15.725,14.373,0.063,6.834,0.394,V
2457334.70090,2015-11-08.1959155,bb,1.84,15.848,14.510,0.064,6.022,0.352,V
2457342.71227,2015-11-16.2077260,bb,2.23,15.906,14.391,0.054,6.723,0.334,V
2457342.71317,2015-11-16.2086297,bb,2.27,15.973,14.464,0.055,6.281,0.314,V
2457342.71407,2015-11-16.2095357,bb,2.21,16.088,14.411,0.047,6.595,0.282,V
2457344.87243,2015-11-18.3680284,bb,1.79,16.044,14.450,0.050,6.368,0.294,V
2457344.87335,2015-11-18.3689432,bb,1.72,16.090,14.488,0.050,6.145,0.282,V
2457344.87427,2015-11-18.3698630,bb,1.73,16.092,14.524,0.052,5.951,0.281,V
2457354.87960,2015-11-28.3759013,bb,1.96,15.425,14.499,0.093,6.089,0.519,V
2457354.88084,2015-11-28.3771425,bb,1.86,15.307,14.447,0.099,6.383,0.579,V
2457354.88210,2015-11-28.3783952,bb,1.97,15.546,14.431,0.078,6.479,0.465,V
2457356.81374,2015-11-30.3101892,bb,1.88,16.497,14.489,0.034,6.145,0.194,V
2457356.81500,2015-11-30.3114479,bb,1.78,16.469,14.485,0.035,6.169,0.199,V
2457356.81625,2015-11-30.3126994,bb,1.77,16.402,14.403,0.035,6.654,0.211,V
2457359.82139,2015-12-03.3180770,bb,1.75,16.304,14.384,0.037,6.770,0.231,V
2457359.82264,2015-12-03.3193277,bb,1.72,16.413,14.462,0.036,6.301,0.209,V
2457359.82388,2015-12-03.3205717,bb,1.59,16.379,14.535,0.040,5.886,0.216,V
2457361.86326,2015-12-05.3601155,bb,1.64,16.411,14.536,0.039,5.881,0.210,V
2457361.86452,2015-12-05.3613716,bb,1.69,16.445,14.438,0.034,6.434,0.203,V
2457361.86576,2015-12-05.3626226,bb,1.72,16.395,14.455,0.037,6.338,0.213,V
2457362.74901,2015-12-06.2459452,bb,1.62,16.359,14.457,0.038,6.330,0.220,V
2457362.75027,2015-12-06.2471974,bb,1.67,16.364,14.458,0.038,6.322,0.219,V
2457362.75152,2015-12-06.2484483,bb,1.69,16.349,14.512,0.040,6.009,0.222,V
2457364.86704,2015-12-08.3641515,bb,1.63,16.402,14.549,0.040,5.810,0.211,V
2457364.86829,2015-12-08.3654033,bb,1.63,16.284,14.490,0.042,6.139,0.236,V
2457364.86954,2015-12-08.3666547,bb,1.67,16.415,14.489,0.037,6.140,0.209,V
2457366.74603,2015-12-10.2433026,bb,1.69,16.271,14.440,0.040,6.429,0.239,V
2457366.74729,2015-12-10.2445697,bb,2.04,16.306,14.455,0.040,6.340,0.231,V
2457366.74855,2015-12-10.2458233,bb,1.71,16.398,14.506,0.038,6.043,0.212,V
2457369.75848,2015-12-13.2560285,bb,1.73,16.406,14.647,0.043,5.308,0.211,V
2457369.75972,2015-12-13.2572652,bb,1.74,16.485,14.562,0.037,5.742,0.196,V
2457369.76097,2015-12-13.2585099,bb,1.73,16.379,14.481,0.038,6.188,0.216,V
2457372.83590,2015-12-16.3337244,bb,1.69,16.269,14.411,0.039,6.600,0.239,V
2457372.83714,2015-12-16.3349682,bb,1.83,16.258,14.439,0.041,6.431,0.241,V
2457380.76379,2015-12-24.2623747,bb,1.63,15.722,14.336,0.061,7.071,0.395,V
2457380.76504,2015-12-24.2636180,bb,1.74,15.819,14.397,0.059,6.685,0.362,V
2457380.76630,2015-12-24.2648822,bb,1.66,15.659,14.535,0.078,5.884,0.419,V
2457384.80280,2015-12-28.3017737,bb,1.68,15.993,14.467,0.054,6.267,0.308,V
2457384.80405,2015-12-28.303025,bb,1.68,15.975,14.596,0.061,5.568,0.313,V
2457384.80528,2015-12-28.3042605,bb,1.63,16.102,14.622,0.056,5.436,0.279,V
2457386.80003,2015-12-30.2992024,bb,1.66,16.440,14.483,0.036,6.172,0.204,V
2457386.80128,2015-12-30.3004546,bb,1.68,16.431,14.531,0.038,5.907,0.206,V
2457386.80253,2015-12-30.3017053,bb,1.68,16.358,14.541,0.041,5.855,0.220,V
2457388.77746,2016-01-01.2768314,bb,1.67,16.373,14.565,0.041,5.729,0.217,V
2457388.77871,2016-01-01.2780862,bb,1.65,16.344,14.515,0.041,5.998,0.223,V
2457388.77997,2016-01-01.2793406,bb,1.65,16.319,14.512,0.041,6.015,0.228,V
2457390.78913,2016-01-03.2887040,bb,1.71,16.339,14.466,0.039,6.274,0.224,V
2457390.79038,2016-01-03.2899559,bb,1.69,16.351,14.530,0.041,5.914,0.222,V
2457390.79163,2016-01-03.2912094,bb,1.72,16.372,14.591,0.042,5.593,0.217,V
2457391.77082,2016-01-04.2704927,bb,1.67,16.417,14.470,0.036,6.251,0.208,V
2457391.77207,2016-01-04.2717439,bb,1.69,16.362,14.463,0.038,6.286,0.219,V
2457391.77332,2016-01-04.2729880,bb,1.72,16.375,14.436,0.037,6.453,0.217,V
2457392.74058,2016-01-05.2403494,bb,1.71,16.343,14.516,0.041,5.989,0.223,V
2457392.74184,2016-01-05.2416146,bb,1.67,16.316,14.487,0.041,6.154,0.229,V
2457392.74309,2016-01-05.2428608,bb,1.69,16.422,14.553,0.039,5.792,0.208,V
2457397.76505,2016-01-10.2653254,bb,1.72,16.357,14.482,0.039,6.181,0.220,V
2457397.76631,2016-01-10.2665791,bb,1.68,16.298,14.545,0.044,5.834,0.233,V
2457397.76756,2016-01-10.2678302,bb,1.62,16.300,14.428,0.039,6.497,0.232,V
2457401.70910,2016-01-14.2097711,bb,1.71,16.168,14.483,0.046,6.176,0.262,V
2457401.71036,2016-01-14.2110243,bb,1.73,16.234,14.542,0.046,5.847,0.247,V
2457401.71161,2016-01-14.2122807,bb,1.84,16.270,14.386,0.039,6.752,0.239,V
2457406.73604,2016-01-19.2372038,bb,1.65,15.892,14.483,0.060,6.174,0.338,V
2457406.73729,2016-01-19.2384533,bb,1.70,15.891,14.524,0.062,5.947,0.338,V
2457406.73854,2016-01-19.2397084,bb,1.69,16.026,14.514,0.054,6.003,0.299,V
2457409.72688,2016-01-22.2283370,bb,1.79,15.807,14.464,0.064,6.284,0.365,V
2457409.72813,2016-01-22.2295914,bb,1.72,15.768,14.641,0.078,5.340,0.379,V
2457409.72939,2016-01-22.2308467,bb,1.72,15.844,14.628,0.071,5.407,0.353,V
2457411.70469,2016-01-24.2063336,bb,2.05,15.170,14.524,0.121,5.948,0.656,V
2457411.70964,2016-01-24.2112821,bb,2.02,15.615,14.468,0.076,6.262,0.436,V
2457412.71839,2016-01-25.2201364,bb,1.67,16.035,14.369,0.047,6.865,0.297,V
2457412.71964,2016-01-25.2213893,bb,1.65,16.118,14.413,0.045,6.591,0.275,V
2457412.72090,2016-01-25.2226452,bb,1.63,15.936,14.469,0.057,6.259,0.325,V
2457416.70620,2016-01-29.2083143,bb,2.21,15.294,14.320,0.089,7.177,0.586,V
2457416.70745,2016-01-29.2095681,bb,2.11,15.525,14.700,0.103,5.054,0.474,V
2457416.70870,2016-01-29.2108162,bb,2.10,15.508,14.430,0.081,6.482,0.481,V
2457544.12102,2016-06-04.6241366,bb,2.12,14.699,14.605,0.201,5.519,1.013,V
2457545.11842,2016-06-05.6214460,bb,1.76,15.153,14.631,0.135,5.389,0.667,V
2457545.11967,2016-06-05.6226945,bb,2.02,14.941,14.430,0.137,6.488,0.811,V
2457545.12093,2016-06-05.6239637,bb,1.95,14.777,14.404,0.155,6.643,0.943,V
2457547.10373,2016-06-07.6065895,bb,1.65,16.113,14.450,0.047,6.366,0.276,V
2457547.10498,2016-06-07.6078395,bb,1.70,16.122,14.585,0.053,5.624,0.274,V
2457547.10623,2016-06-07.6090901,bb,1.69,15.884,14.436,0.058,6.454,0.341,V
2457548.10017,2016-06-08.6029466,bb,1.68,16.237,14.518,0.045,5.981,0.246,V
2457548.10143,2016-06-08.6042107,bb,1.67,16.071,14.429,0.048,6.489,0.287,V
2457548.10269,2016-06-08.6054717,bb,1.69,16.089,14.500,0.051,6.083,0.282,V
2457555.08705,2016-06-15.5892140,bb,1.66,16.243,14.527,0.045,5.932,0.245,V
2457555.08831,2016-06-15.5904771,bb,1.72,16.208,14.518,0.046,5.980,0.253,V
2457555.08956,2016-06-15.5917292,bb,1.64,16.157,14.491,0.047,6.128,0.265,V
2457561.08487,2016-06-21.5864878,bb,1.71,15.489,14.615,0.098,5.471,0.489,V
2457561.08612,2016-06-21.5877408,bb,1.62,15.582,14.363,0.071,6.896,0.449,V
2457561.08738,2016-06-21.5889943,bb,1.68,15.671,14.656,0.086,5.264,0.414,V
2457564.08168,2016-06-24.5830159,bb,1.72,15.824,14.440,0.061,6.424,0.360,V
2457564.08295,2016-06-24.5842864,bb,1.75,15.804,14.438,0.062,6.437,0.367,V
2457564.08421,2016-06-24.5855452,bb,1.75,15.871,14.584,0.067,5.629,0.344,V
2457576.08322,2016-07-06.5833972,bb,1.77,16.309,14.497,0.041,6.095,0.230,V
2457576.08446,2016-07-06.5846447,bb,1.81,16.279,14.499,0.042,6.082,0.237,V
2457576.08571,2016-07-06.5858887,bb,1.64,16.259,14.548,0.045,5.822,0.241,V
2457583.05227,2016-07-13.5517793,bb,1.68,16.398,14.504,0.038,6.056,0.212,V
2457583.05353,2016-07-13.5530353,bb,1.72,16.264,14.603,0.047,5.528,0.240,V
2457584.09352,2016-07-14.5929295,bb,1.78,16.327,14.524,0.042,5.949,0.226,V
2457584.09479,2016-07-14.5941957,bb,2.00,16.408,14.515,0.038,5.995,0.210,V
2457588.01712,2016-07-18.5161528,bb,1.86,15.722,14.431,0.067,6.475,0.395,V
2457588.01837,2016-07-18.5174038,bb,1.90,15.643,14.540,0.079,5.863,0.425,V
2457588.01963,2016-07-18.5186604,bb,1.79,15.653,14.515,0.077,5.994,0.421,V
2457592.03562,2016-07-22.5342664,bb,1.64,15.596,14.406,0.073,6.631,0.444,V
2457592.03687,2016-07-22.5355201,bb,1.72,15.437,14.539,0.096,5.871,0.514,V
2457592.03813,2016-07-22.5367763,bb,1.70,15.777,14.462,0.065,6.293,0.376,V
2457598.10977,2016-07-28.6078476,bb,1.74,16.340,14.459,0.039,6.314,0.224,V
2457598.11102,2016-07-28.6091050,bb,1.68,16.333,14.525,0.041,5.941,0.225,V
2457598.11228,2016-07-28.6103642,bb,1.71,16.360,14.418,0.037,6.557,0.220,V
2457602.05170,2016-08-01.5494234,bb,1.67,16.471,14.462,0.034,6.298,0.199,V
2457602.05296,2016-08-01.5506887,bb,1.66,16.462,14.500,0.036,6.079,0.200,V
2457602.05421,2016-08-01.5519400,bb,1.69,16.438,14.451,0.035,6.362,0.205,V
2457606.07375,2016-08-05.5711258,bb,2.13,16.269,14.428,0.040,6.494,0.239,V
2457606.07514,2016-08-05.5725120,bb,2.22,16.292,14.428,0.039,6.497,0.234,V
2457606.07638,2016-08-05.5737579,bb,2.22,16.251,14.450,0.042,6.367,0.243,V
2457609.03049,2016-08-08.5276090,bb,1.61,16.474,14.501,0.036,6.069,0.198,V
2457609.03179,2016-08-08.5289146,bb,1.66,16.407,14.558,0.040,5.760,0.210,V
2457609.03306,2016-08-08.5301738,bb,1.71,16.550,14.533,0.034,5.897,0.185,V
2457615.00875,2016-08-14.5053880,bb,1.59,16.188,14.424,0.043,6.520,0.257,V
2457615.01001,2016-08-14.5066399,bb,1.58,16.211,14.500,0.045,6.078,0.252,V
2457615.01126,2016-08-14.5078881,bb,1.67,16.239,14.465,0.043,6.279,0.246,V
2457618.93122,2016-08-18.4275565,bb,1.95,15.199,14.500,0.115,6.078,0.639,V
2457618.93248,2016-08-18.4288097,bb,1.73,15.168,14.666,0.138,5.216,0.657,V
2457618.93373,2016-08-18.4300642,bb,1.75,15.213,14.421,0.106,6.538,0.631,V
2457619.98751,2016-08-19.4837637,bb,1.67,15.433,14.494,0.092,6.116,0.516,V
2457619.98875,2016-08-19.4850083,bb,1.77,15.314,14.369,0.092,6.860,0.575,V
2457619.99002,2016-08-19.4862694,bb,1.83,15.464,14.481,0.089,6.186,0.501,V
2457628.13354,2016-08-27.6292325,bb,2.41,16.260,14.517,0.044,5.989,0.241,V
2457628.13479,2016-08-27.6304859,bb,2.39,16.357,14.514,0.040,5.998,0.220,V
2457631.06854,2016-08-30.5640515,bb,1.63,16.495,14.556,0.037,5.775,0.194,V
2457631.06981,2016-08-30.5653146,bb,1.67,16.433,14.495,0.037,6.111,0.206,V
2457631.07105,2016-08-30.5665614,bb,1.71,16.491,14.514,0.035,6.002,0.195,V
2457633.71712,2016-09-02.2124780,bf,2.13,16.351,14.477,0.039,6.213,0.222,V
2457633.71840,2016-09-02.2137508,bf,2.11,16.357,14.544,0.041,5.842,0.220,V
2457633.71968,2016-09-02.2150312,bf,2.13,16.302,14.565,0.044,5.726,0.232,V
2457634.68225,2016-09-03.1775450,bf,1.45,16.357,14.504,0.040,6.058,0.220,V
2457634.68354,2016-09-03.1788410,bf,1.46,16.335,14.517,0.041,5.984,0.225,V
2457634.68483,2016-09-03.1801325,bf,1.50,16.312,14.476,0.040,6.219,0.230,V
2457635.67605,2016-09-04.1712998,bf,1.56,16.297,14.535,0.043,5.884,0.233,V
2457635.67735,2016-09-04.1725915,bf,1.50,16.302,14.521,0.042,5.961,0.232,V
2457635.67864,2016-09-04.1738782,bf,1.46,16.381,14.573,0.041,5.685,0.215,V
2457636.67666,2016-09-05.1718458,bf,1.49,16.312,14.540,0.043,5.861,0.230,V
2457636.67796,2016-09-05.1731480,bf,1.56,16.402,14.500,0.038,6.078,0.211,V
2457638.03049,2016-09-06.5256070,bb,1.72,16.348,14.369,0.035,6.859,0.222,V
2457638.03173,2016-09-06.5268478,bb,1.64,16.404,14.463,0.037,6.293,0.211,V
2457639.73519,2016-09-08.2302182,bf,1.42,16.273,14.558,0.045,5.760,0.238,V
2457639.73647,2016-09-08.2315056,bf,1.48,16.292,14.510,0.042,6.025,0.234,V
2457639.73778,2016-09-08.2328063,bf,1.49,16.235,14.554,0.046,5.783,0.246,V
2457641.65879,2016-09-10.1537312,bf,1.46,16.225,14.405,0.041,6.637,0.249,V
2457641.66007,2016-09-10.1550087,bf,1.45,16.092,14.432,0.047,6.472,0.281,V
2457641.66136,2016-09-10.1562987,bf,1.51,16.011,14.523,0.056,5.955,0.303,V
2457644.04920,2016-09-12.5440355,bb,1.63,16.321,14.389,0.037,6.738,0.228,V
2457644.05045,2016-09-12.5452864,bb,1.72,16.392,14.478,0.037,6.206,0.213,V
2457644.05170,2016-09-12.5465403,bb,1.67,16.473,14.532,0.037,5.907,0.198,V
2457645.74146,2016-09-14.2362233,bf,1.54,15.944,14.410,0.053,6.608,0.322,V
2457652.03652,2016-09-20.5310679,bb,2.03,14.008,99.990,99.990,3.143,1.914,V
2457652.03777,2016-09-20.5323228,bb,2.05,13.904,13.868,0.212,10.884,2.109,V
2457652.03903,2016-09-20.5335752,bb,1.99,14.153,14.107,0.210,8.733,1.675,V
2457653.07357,2016-09-21.5680879,bb,1.64,15.970,14.598,0.062,5.554,0.315,V
2457653.07484,2016-09-21.5693528,bb,1.68,16.054,14.533,0.054,5.897,0.291,V
2457653.07608,2016-09-21.5705954,bb,1.62,15.975,14.633,0.064,5.379,0.313,V
2457657.03700,2016-09-25.5314121,bb,1.70,16.367,14.509,0.040,6.030,0.218,V
2457657.03826,2016-09-25.5326744,bb,1.62,16.327,14.467,0.039,6.267,0.226,V
2457657.03950,2016-09-25.5339172,bb,1.73,16.414,14.542,0.039,5.853,0.209,V
2457657.87995,2016-09-26.3743486,bb,1.79,16.296,14.463,0.040,6.287,0.233,V
2457657.88119,2016-09-26.3755914,bb,1.78,16.170,14.438,0.044,6.433,0.262,V
2457657.88245,2016-09-26.3768447,bb,1.80,16.306,14.493,0.041,6.119,0.231,V
2457658.73117,2016-09-27.2255533,bf,1.45,16.371,14.496,0.039,6.102,0.218,V
2457658.73246,2016-09-27.2268402,bf,1.47,16.297,14.548,0.044,5.814,0.233,V
2457658.73375,2016-09-27.2281326,bf,1.47,16.444,14.479,0.036,6.201,0.204,V
2457661.65713,2016-09-30.1514620,bf,1.63,16.345,14.528,0.041,5.926,0.223,V
2457661.65842,2016-09-30.1527524,bf,1.55,16.262,14.488,0.043,6.144,0.241,V
2457661.65970,2016-09-30.1540368,bf,1.66,16.334,14.560,0.043,5.750,0.225,V
2457664.69617,2016-10-03.1904711,bf,1.53,16.267,14.461,0.041,6.299,0.240,V
2457664.69745,2016-10-03.1917533,bf,1.47,16.353,14.445,0.038,6.394,0.221,V
2457664.69875,2016-10-03.1930493,bf,1.45,16.317,14.498,0.041,6.093,0.229,V
2457668.85157,2016-10-07.3458461,bb,1.71,16.257,14.543,0.045,5.847,0.242,V
2457668.85283,2016-10-07.3471089,bb,1.66,16.323,14.506,0.041,6.044,0.227,V
2457668.85410,2016-10-07.3483751,bb,1.60,16.386,14.524,0.039,5.945,0.214,V
2457669.90406,2016-10-08.3983303,bb,1.65,16.363,14.477,0.038,6.207,0.219,V
2457669.90532,2016-10-08.3995940,bb,1.65,16.376,14.510,0.039,6.023,0.217,V
2457669.90655,2016-10-08.4008229,bb,1.69,16.379,14.452,0.037,6.356,0.216,V
2457672.77988,2016-10-11.2741597,bb,1.76,15.739,14.685,0.083,5.125,0.389,V
2457672.78116,2016-10-11.2754381,bb,1.74,15.831,14.459,0.062,6.317,0.357,V
2457672.78243,2016-10-11.2767027,bb,1.69,15.841,14.487,0.063,6.151,0.354,V
2457681.98481,2016-10-20.4792061,bb,1.85,16.006,14.454,0.052,6.342,0.304,V
2457681.98608,2016-10-20.4804677,bb,1.74,15.946,14.514,0.059,6.003,0.322,V
2457681.98733,2016-10-20.4817240,bb,1.78,16.073,14.471,0.050,6.249,0.286,V
2457682.64814,2016-10-21.1425409,bf,1.43,16.326,14.468,0.039,6.260,0.227,V
2457682.64942,2016-10-21.1438269,bf,1.47,16.358,14.454,0.038,6.341,0.220,V
2457682.65067,2016-10-21.1450704,bf,1.43,16.344,14.497,0.040,6.099,0.223,V
2457687.93272,2016-10-26.4272597,bb,1.64,16.519,14.587,0.037,5.617,0.190,V
2457687.93397,2016-10-26.4285157,bb,1.60,16.399,14.551,0.040,5.800,0.212,V
2457687.93523,2016-10-26.4297709,bb,1.63,16.480,14.485,0.035,6.167,0.197,V
2457690.96556,2016-10-29.4601990,bb,1.98,16.346,14.476,0.039,6.212,0.223,V
2457690.96683,2016-10-29.4614679,bb,2.05,16.379,14.505,0.039,6.055,0.216,V
2457690.96811,2016-10-29.4627537,bb,2.04,16.315,14.459,0.040,6.315,0.229,V
2457694.83400,2016-11-02.3287894,bb,1.92,16.394,14.490,0.038,6.136,0.213,V
2457694.83526,2016-11-02.3300508,bb,1.66,16.465,14.375,0.032,6.817,0.200,V
2457694.83654,2016-11-02.3313303,bb,1.71,16.399,14.514,0.039,6.001,0.212,V
2457696.89920,2016-11-04.3940704,bb,1.68,16.386,14.502,0.039,6.067,0.214,V
2457696.90045,2016-11-04.3953283,bb,1.73,16.459,14.539,0.037,5.866,0.201,V
2457696.90170,2016-11-04.3965780,bb,1.75,16.464,14.442,0.034,6.416,0.200,V
2457697.69906,2016-11-05.1939670,bb,1.82,15.597,14.741,0.100,4.872,0.443,V
2457697.70032,2016-11-05.1952343,bb,1.78,15.631,14.452,0.074,6.354,0.430,V
2457697.70158,2016-11-05.1964870,bb,1.79,15.730,14.476,0.069,6.214,0.392,V
2457698.70266,2016-11-06.1976163,bb,1.83,15.879,14.397,0.056,6.688,0.342,V
2457698.70391,2016-11-06.1988715,bb,1.67,15.887,14.434,0.057,6.464,0.339,V
2457698.70517,2016-11-06.2001271,bb,1.72,16.126,14.463,0.047,6.291,0.273,V
2457699.71405,2016-11-07.2090562,bb,1.74,15.905,14.390,0.054,6.726,0.334,V
2457699.71530,2016-11-07.2103046,bb,1.67,15.910,14.544,0.062,5.837,0.332,V
2457699.71654,2016-11-07.2115518,bb,1.69,15.930,14.408,0.054,6.620,0.327,V
2457701.80536,2016-11-09.3004736,bb,1.60,16.103,14.438,0.047,6.438,0.279,V
2457701.80662,2016-11-09.3017355,bb,1.70,16.006,14.407,0.050,6.627,0.304,V
2457701.80787,2016-11-09.3029883,bb,1.64,16.069,14.481,0.051,6.186,0.287,V
2457706.90404,2016-11-14.3994387,bb,1.74,15.311,14.461,0.100,6.306,0.576,V
2457706.90529,2016-11-14.4006846,bb,1.73,15.489,14.462,0.085,6.296,0.490,V
2457706.90653,2016-11-14.4019285,bb,1.75,15.485,14.806,0.117,4.585,0.491,V
2457708.89697,2016-11-16.3924903,bb,2.37,15.507,14.436,0.082,6.451,0.481,V
2457708.89846,2016-11-16.3939731,bb,2.33,15.583,14.593,0.088,5.580,0.449,V
2457708.89975,2016-11-16.3952657,bb,2.49,15.536,14.488,0.083,6.148,0.469,V
2457709.92224,2016-11-17.4178200,bb,1.80,15.940,14.491,0.058,6.127,0.323,V
2457709.92350,2016-11-17.4190839,bb,1.78,16.036,14.566,0.057,5.722,0.296,V
2457709.92476,2016-11-17.4203423,bb,1.78,15.930,14.625,0.066,5.421,0.326,V
2457710.83025,2016-11-18.3258850,bb,1.71,16.310,14.512,0.042,6.015,0.230,V
2457710.83150,2016-11-18.3271407,bb,1.70,16.219,14.657,0.052,5.260,0.250,V
2457710.83276,2016-11-18.3283961,bb,1.64,16.151,14.405,0.044,6.633,0.266,V
2457713.71097,2016-11-21.2068001,bb,1.68,16.175,14.487,0.046,6.156,0.261,V
2457713.71222,2016-11-21.2080531,bb,1.60,15.807,14.432,0.062,6.469,0.365,V
2457713.71347,2016-11-21.2093055,bb,1.59,15.938,14.625,0.065,5.420,0.324,V
2457714.71679,2016-11-22.2126975,bf,1.40,16.206,14.509,0.046,6.027,0.253,V
2457714.71809,2016-11-22.2139887,bf,1.44,16.224,14.492,0.044,6.126,0.249,V
2457714.71937,2016-11-22.2152729,bf,1.42,16.237,14.505,0.044,6.057,0.246,V
2457718.77570,2016-11-26.2718991,bb,1.75,16.431,14.530,0.038,5.917,0.206,V
2457718.77698,2016-11-26.2731725,bb,2.19,16.241,14.475,0.043,6.219,0.245,V
2457718.77825,2016-11-26.2744399,bb,2.06,16.320,14.455,0.039,6.338,0.228,V
